Tweet,Affect Dimension,Tweet_lema
When ur annoyed at someone but have a good meme to show them but must wait till the rage passes :(,0,ur annoy someone good meme show must wait till rage pass
@LoveIsland That rap reminds me of when the kids were small and they would prepare a performance #cute #crap ð,0,rap remind kid small would prepare performance cute crap
@sarah_edo Just what in the hell is that supposed to mean? #offended j/k :cD,0,hell suppose mean offended jk cd
"@realDonaldTrump Maybe don't nom so many raging dicks, Donny!  Jeez, it's like teaching a baby to fly a jet!",0,maybe nom many rag dicks donny jeez like teach baby fly jet
"Some people take being called a 'B****, P****' as an insult, some take it as motivation.",0,people take call b p insult take motivation
@GoldingBF Genuine refugees are terrified of authority figures. They wouldn't provoke them like this mob.,0,genuine refugee terrify authority figures would provoke like mob
"Have you ever just cried, because you were in the middle of some bomb rest and someone woke you up with an emergency. #sleep #cry #kms #dead",0,ever cried middle bomb rest someone woke emergency sleep cry km dead
@balleralert @akadmiks these kind of cops are the reason people hate cops &amp; cant trust anything ,0,kind cop reason people hate cop andamp cant trust anything
@BBCNews @BBCBreaking I don't think it's very funny you guys bullying a man for struggling to put on a poncho #bully #bullies #bbc,0,think funny guy bully man struggle put poncho bully bully bbc
"Humble yourself in the sight of the LORD. If we have died in Christ, then how can we be offended? A dead person cannot feel anything, right?",0,humble sight lord die christ offended dead person cannot feel anything right
"Lucky enough to not burn off ALL of my right eye lashes, unlucky enough to burn them just short enough to irritate all of my OCD tendencies",0,lucky enough burn right eye lashes unlucky enough burn short enough irritate ocd tendency
This class makes me fucking angry!,0,class fuck angry
All the proud parents on fb about their kids school report and am shitting myself for Graces arriving ððð  #troublemaker,0,proud parent fb kid school report shit grace arrive troublemaker
Avoid facial cleansers containing harsh chemicals which irritate and weaken the protective barrier of skin. Use natural cleansers.,0,avoid facial cleanser contain harsh chemical irritate weaken protective barrier skin use natural cleansers
"i had to break it, the world is raging on",0,break world rag
Last night was the first night I slept by myself in 3 weeks and it was awful.,0,last night first night sleep 3 week awful
@TeleTransOne @eleganza_lily @FemFataleXX That's like asking someone to back up a claim that toddlers throw temper tantrums.,0,like ask someone back claim toddler throw temper tantrums
@PierreAtlas Let's see how many Republicans do more than feign outrage.,0,let us see many republican feign outrage
Today if i was a colour it would be red !!! #rage,0,today colour would red rage
@RanaAyyub @rajnathsingh So what's wrong in burning the terrorists alive? If they kill you do you want biryanis and award in return,0,wrong burn terrorist alive kill want biryani award return
"see, that shit would irritate me so much. don't save my picture and then have a secret circle jerk on twitter about how you DONT like me",0,see shit would irritate much save picture secret circle jerk twitter dont like
@BellinoNBC @FSMBlitz @bustedcoverage FYI speed trap on I-75/I-475 NB.Changes to 50 Mph . Slow down or receive a $120 ticket in mail! #angry,0,fyi speed trap i75i475 nbchanges 50 mph slow receive 120 ticket mail angry
Why do I get mad so easily ð,0,mad easily
My work called me at fucking 5 am to tell me to come in at 6 instead of 7 Iâm fuming,0,work call fuck 5 tell come 6 instead 7 fume
"@elks1287 You have to follow @TommyG  .  He's a professional gambler, mostly daily fantasy, but he will wager on anything.  #angry",0,follow professional gambler mostly daily fantasy wager anything angry
And the idiots are still gobbing their ridiculous garbage with no better brain it's all they do: the relentless braindead garbage gobbers,0,idiot still gobbing ridiculous garbage good brain relentless braindead garbage gobbers
@hugaarondingle I try not offend too but tbh if anyone says anything bad about Aaron or Aaron stans that's when I start getting shitty ð,0,try offend tbh anyone say anything bad aaron aaron stans start shitty
@realDonaldTrump is such an #ass. He thinks being #president is his stage to get #attention. He's like a baby throwing a #tantrum,0,ass think president stage attention like baby throw tantrum
#irritated  @SouthwestAir I'd be more than happy to call customer relations but ive been on hold this enitre time,0,irritated id happy call customer relation ive hold enitre time
I woke up too moody who gon Die today ð ,0,wake moody gon die today
"Library vendors sometimes really irritate me, esp. when a new owner has little commitment to what was once a great product + poor manners.",0,library vendor sometimes really irritate esp new owner little commitment great product poor manners
@bookingcom #croydonparkhotel will be receiving a big complaint from me tomorrow #worseservice #rudestaff #furious,0,croydonparkhotel receive big complaint tomorrow worseservice rudestaff furious
@nkrrao karamadai ranganatha. Pallikondeeswarar shiva. Some more avl. Dont outrage without reason @kalps1616,0,karamadai ranganatha pallikondeeswarar shiva avl dont outrage without reason
kokobop is such a weird name\nbut I remember that it is said to be more lit that growl and it is #EXO so I'm accepting the name,0,kokobop weird namenbut remember say lit growl exo accept name
@laurierecords The worst is getting so very close to life changing contracts and coming up short.  Feels like starting over. :-/ #relentless,0,bad close life change contract come short feel like start relentless
The best revenge ever....is successðððª,0,best revenge everis success
Wtf is wrong with u pldt ð¤,0,fuck wrong u pldt
This happened the last time I was painting ,0,happen last time paint
"He who. can suppress a moment's anger, may prevent many days' sorrow. Chinese Proverbs\n\n#MakingMEGATurkeyWithMcLisse",0,suppress moments anger may prevent many days sorrow chinese proverbsnnmakingmegaturkeywithmclisse
I get SO annoyed when I'm ONE! move away from beating someone at PokÃ©mon Trading Card Game Online and they concede the game ð,0,annoyed one move away beat someone pokmon trade card game online concede game
I need a beer #irritated,0,need beer irritate
@ShekharGupta @YusufDFI Naming India Lynchistan is not provocation terror is a provication even when terror has no religion.,0,name india lynchistan provocation terror provication even terror religion
"Each of ye separate FALLEN; if we quickening his wrath upon us, will only cause our PAIN to be more unbearable in that PIT.",0,ye separate fallen quicken wrath upon us cause pain unbearable pit
@Dannnnaaaayyyy Disrespeting music smh #hurt #offended #notcooo #wow,0,disrespeting music smh hurt offend notco wow
"If someone gives you a confidential memo regarding the President of U.S., and tells you to leak it to the press, alarm bells should  go off",0,someone give confidential memo regard president us tell leak press alarm bell go
@ellagallagher Thing is tho my pout was actually serious,0,thing tho pout actually serious
@AmazonHelp What are you going to do to scrub my 19month old daughters eyeballs? #unacceptable  #irreparableharm,0,go scrub 19month old daughter eyeballs unacceptable irreparableharm
"If you see @MikeGHealey these next few days, give him a disappointing head shake.......he broke my pop socket. .",0,see next days give disappointing head shakehe break pop socket
"Frustration and fury, more destructive than a hundred cannons.",0,frustration fury destructive hundred cannons
So exhausted I could cry ð­,0,exhausted could cry
"New, and a bit alarming . . .",0,new bit alarm
Lost my glasses right before I'm supposed to see a movie at the Chinese Theater. #pissed,0,lose glass right suppose see movie chinese theater piss
Usually love @KatiePrice but watching #mycrazylife its sad how that affair her hubby had has ruined &amp; changed her #obnoxious #cruel #bitter,0,usually love watch mycrazylife sad affair hubby ruin andamp change obnoxious cruel bitter
"@HighElfBitch &gt; She strikes out again, a slap, then another, advancing, furious, spitting every word. 'Dosph'nathaÂ waelaÂ lothaÂ ligrrÂ lu'dos&gt;",0,andgt strike slap another advancing furious spit every word dosphnatha waela lotha ligrr ludosandgt
I keep asking myself why I'm constantly drawing Teo w a frown but then I just remember what's going on and I immediately understand,0,keep ask constantly draw teo w frown remember go immediately understand
QLD are like the All Blacks #relentless,0,qld like black relentless
"@_mayatp Looks it's daisy in her natural habitat, doing her natural face, with the natural annoying growl that turns into a terrible bark",0,look daisy natural habitat natural face natural annoying growl turn terrible bark
It's been just over a decade since #NickSaban quit as the @MiamiDolphins head coach! Good coaches don't quit  #suckynflcoach,0,decade since nicksaban quit head coach good coach quit suckynflcoach
@ItsARipper Ganguly chose? It is Kohli's provocation which compelled Dada to pick that pretentious fuck.,0,ganguly chose kohlis provocation compel dada pick pretentious fuck
She doesn't know how to smile! So be it! #pissed ððð ð¡ð¤ðððððð,0,know smile piss
Hi @AmazonHelp my hairdryer that is less than a year old has started smelling of burning plastic,0,hi hairdryer less year old start smell burn plastic
@TheSwissK Joey trying to provoke tweet storm.,0,joey try provoke tweet storm
@richardhp @realDonaldTrump Should be. Those inbred murderers deserve no less than to be put down like the rabid animals they are.,0,inbred murderer deserve less put like rabid animal
"@EmreErcis1 This is a deliberate act of provocation. AKP announcing their intention to abolish TSK, which has been their goal since day one.",0,deliberate act provocation akp announce intention abolish tsk goal since day one
So I now have 3 pairs of shit arsehole neighbours; Any advice? #noisy #norespect #bigbuilding #awful #killinginthenameof,0,3 pair shit arsehole neighbours advice noisy norespect bigbuilding awful killinginthenameof
My soon to be ex wife needs to learn to chill out &amp; smile ,0,soon ex wife need learn chill andamp smile
@RiggsBarstool big revenge guy,0,big revenge guy
@na_myung @solshaz hahaha maybe revenge from fasting,0,hahaha maybe revenge fast
@ananavarro @thedoggeneral1 And using political power to exact #revenge when they don't get what they want. #Kushner,0,use political power exact revenge want kushner
'If I allow my worry to consume me - all that I worry about will be given the opportunity to manifest.' ~ #Eleesha á¦ #quote #worry #trust,0,allow worry consume worry give opportunity manifest eleesha quote worry trust
"i want my better days to be here already bc i cant handle any more anger, heartache, n disappointment\ni srsly cant withstand being human lol",0,want good day already bc cant handle anger heartache n disappointmentni srsly cant withstand human lol
writing (and sending) a letter to @adele was a terrible idea ð #bitter #hopeful #adele #xLrecordings @xLrecordings,0,write sending letter terrible idea bitter hopeful adele xlrecordings
1-3KohGeã¼Buddhism verse for cleanse oneself with incense #Buddha,0,13kohgebuddhism verse cleanse oneself incense buddha
"- Make it unaffordable for locals.\n- Sell &amp; resell among their own.\n- 'No value, for money land' for locals.\n- Local resentment.",0,unaffordable localsn sell andamp resell among ownn value money land localsn local resentment
the thing about living near campus during the summer is that it's a ghost town but now everyone is back and im #annoyed,0,thing living near campus summer ghost town everyone back annoyed
discouraged,0,discourage
"'If you try to get rid of #fear and #anger without knowing their meaning, they will grow stronger and return.' \nâ Deepak Chopra",0,try rid fear anger without know meaning grow strong return n deepak chopra
I see where Farrah gets her rudeness from. Her mother was as horrible to Dr Drew tonight  as she was. These women need help #TeenMomOG,0,see farrah rudeness mother horrible dr drew tonight woman need help teenmomog
13) mutual whos always online - @Lafa_YEET bc we have to bully her to get to sleep,0,13 mutual always online bc bully sleep
@PlumRemson Sorry to offend. Just using some different levels of communications. I hear memes are popular in your circles.,0,sorry offend use different level communications hear meme popular circles
"@SweatbandActive Bullies, rudeness and littering all make me #mad!",0,bullies rudeness litter mad
"my name is sara, im 20 years old and i cant believe boiling an onion is making me cry",0,name sara 20 year old cant believe boil onion cry
#MiamiBryce asks Buck about Dak Prescott live during ASG. And DC sports talk radio producers get to take the rest of the night off. #outrage,0,miamibryce ask buck dak prescott live asg dc sport talk radio producer take rest night outrage
"@virginmedia Jalf of london has no internet tonight, what is going on?? #furious",0,jalf london internet tonight go furious
@keithgeraghty Another example that you can summarise her papers with one word ,0,another example summarise paper one word
@HuffPostUK As comical as this I really do despair for this country.,0,comical really despair country
Everytime I see Kirks face I get angry #LHHReunion,0,everytime see kirks face angry lhhreunion
complain bitcoin has dropped. The altcoin bubble has burst. Bitcoin cud go to $1800 mid/end July but will rise above previous highs\n#HODL,0,complain bitcoin dropped altcoin bubble burst bitcoin cud go 1800 midend july rise previous highsnhodl
Can't pretend that I was perfect leaving you in fear #revenge ð¥ð¥ð¥,0,cannot pretend perfect leave fear revenge
I can't believe a burrito was left on this sink and nobody though to trash it,0,cannot believe burrito leave sink nobody though trash
"Aw, bummer. @WckdLbrn (Maura Rankin) blocked me for calling her out as a #bully. Some people just #CantHandleTheTruth, can they?",0,aw bummer maura rankin block call bully people canthandlethetruth
@stevenwellings @NextBigPod Yeah good shout. If the build up is acrimonious then the aftermath should reflect that.,0,yeah good shout build acrimonious aftermath reflect
"@FlamingGrillby --been a damn sight better!' Grisk poked Grillby's chest, a low snarl leaving him.",0,damn sight better grisk poke grillbys chest low snarl leave
"@JonahNRO Love your dogs...when I see how happy they are and my own dog, it helps me forget the crap. Thank you",0,love dogswhen see happy dog help forget crap thank
@__iammike pecks your pout before waddling to the kitchen.,0,peck pout waddle kitchen
Just watched #TheDarkTower &amp; I ask how did @StephenKing let them destroy a Literary masterpiece is beyond me. #crap #disappointment #fixit,0,watch thedarktower andamp ask let destroy literary masterpiece beyond crap disappointment fixit
I'm still feeling some type of way about Viserion. #GameOfThrones #crying #stressed,0,still feel type way viserion gameofthrones cry stress
@craigwoods_uk I've run out ð¡,0,ive run
I think I have anger issues ð,0,think anger issue
@jayteemuro Man people wont mourn the 9 chaps beheaded by terrorists. But they will mourn a corrupt killer politician,0,man people wont mourn 9 chap behead terrorists mourn corrupt killer politician
Low key Dro fucked Molly like he had a point to prove lmao ð #InsecureHBOÙ #insecure #MollyOutHereWreckingHomes #repeatcycle,0,low key dro fuck molly like point prove lmao insecurehbo insecure mollyoutherewreckinghomes repeatcycle
"They are burning not Muslims Economy,\nThey are burning the Economy of Sri-Lanka",0,burn muslim economynthey burn economy srilanka
"@realYoshiPlayer No offense, but this post makes you look like an opinion disrespecter.",0,offense post look like opinion disrespecter
"@ahaf21 Maaaan... Fox &amp; The Hound ain't no joke. Also, Pinocchio is got damned terrifying. Legit horror film.",0,man fox andamp hound joke also pinocchio damned terrifying legit horror film
Nobody *assumed* what role you should play. It was a dream cast. It's not real life. Get over yourself and pipe down. #rage,0,nobody assumed role play dream cast real life pipe rage
@Aisha_IZ I wonder if she's married at all or frustrated ð  with men she came across,0,wonder marry frustrate men come across
"Most condemn, some protest and few revenge, it takes guts. That's all. \r#AmarnathTerrorAttack #Hindu #Kashmir #RajnathSingh #Modi #Ninda",0,condemn protest revenge take guts ramarnathterrorattack hindu kashmir rajnathsingh modi ninda
@OliviaSundberg1 thanks for this â the perspective is shocking. it's getting to a point where it's near that number every week now.,0,thanks perspective shocking point near number every week
@Haynsie75 Support Qld and you'd never be #angry,0,support qld would never angry
I've been awake for 451 days 23 hours and I'm sleepy and tired #weary #raspberrypi #nodered #bot #iot #sunshinecoast,0,ive awake 451 day 23 hour sleepy tire weary raspberrypi nodered bot iot sunshinecoast
better care about yourself than about others because others wont care about you #lonely #sad #depressed,0,well care others others wont care lonely sad depressed
"bro im fuming right now how the fuck did we hand them over james for 45m, we probably paid for his plane ticket aswell so shameless",0,bro fume right fuck hand james 45m probably pay plane ticket aswell shameless
@cnn please get Sebstian Gorka off of my tv.  The whole trump admin. needs to stop deflecting by talking about Hillary.  #awful,0,please sebstian gorka tv whole trump admin need stop deflecting talk hillary awful
I'm so angry,0,angry
@sonyxperia @SonyUK I need a mobile phone screen repair..... Help (Newcastle UK) #devastated,0,need mobile phone screen repair help newcastle uk devastate
"WTF ! @JonnyBones people love you, stay off the dick pills!!!  #goldensnitch",0,fuck people love stay dick pills goldensnitch
"@imaster78 @ll_DannyM7_ll @TOMGORIANXVII @STSF1_Racing And I apologised like 15 times and you're still holding a grudge, can't help thag",0,apologise like 15 time still hold grudge cannot help thag
"i know i have been ranting these for days,  but fuck how can they dub weightlifting so poorly?  ð ",0,know rant days fuck dub weightlift poorly
"@arifurldn ð­ð­yeah i wouldnt entertain bigots like that, gives them a reason for provocation",0,yeah wouldnt entertain bigot like give reason provocation
@ggreenwald Macron slips up and has a moment of clarity &amp; common sense...now he is a raging racist. Sounds right. #LiberalLogic,0,macron slip moment clarity andamp common sensenow rag racist sound right liberallogic
The second type of #anger is named 'settled and deliberate' and is a reaction to perceived deliberate harm or unfair treatment by others.,0,second type anger name settled deliberate reaction perceive deliberate harm unfair treatment others
@joeboxerparker @Tyson_Fury Looking forward to the big fella's comeback... #furious,0,look forward big fellas comeback furious
A solitary rogue long hair now in my left ear? Its retreating from my head &amp; yet is relentless up my nose? Hair takes the piss...,0,solitary rogue long hair left ear retreat head andamp yet relentless nose hair take piss
"I'm fuming, I was buying games for it and everything! That's so out of order #AmazonPrimeDay",0,fuming buy game everything order amazonprimeday
"Hi, are u feeling matter? Try our today's special cloudy blue thumb with ground beef and blueberry, then you will feel irate.",0,hi u feeling matter try todays special cloudy blue thumb ground beef blueberry feel irate
"My main concern are the children and his wife thats if she is still stuck with him and if she is, then she's strong af. Jeez ð",0,main concern child wife thats still stick strong af jeez
@Jenlynn219 I wonder if your face immediately contorts into a scowl when you put it on your head?,0,wonder face immediately contort scowl put head
@ABCTV @AuSenate @annabelcrabb I confess I didn't watch last week. #bad Are you going to do an episode on accessibility?,0,confess watch last week bad go episode accessibility
@Impeach_D_Trump I was wondering earlier how much NPD rage has been slung at Jr. because he's not as cocky as usual. Lol Hopefully a lot.,0,wonder early much npd rage sling jr cocky usual lol hopefully lot
The irritation over chogiwa is worth it!! Happy 100M views to #EXO \nFLOP NUGU AGAIN?!?!,0,irritation chogiwa worth happy 100m view exo nflop nugu
"@realDonaldTrump No #racism, no #hatred , no #sectarianism  ... Only yes to love",0,racism hatred sectarianism yes love
"Man, filling out your dad's life insurance paperwork will really put a damper on your Tuesday morning. Really makes it feel final...",0,man fill dads life insurance paperwork really put damper tuesday morning really feel final
Good to see India indignant about Amarnath Yatra. Do also try and visit the area around it too. There may be some more graves to weep for.,0,good see india indignant amarnath yatra also try visit area around may graf weep
@PinkNews An outrage,0,outrage
I know black people say it. But that has nothing to do with white people. It doesn't offend some black people when JayZ says it ð,0,know black people say nothing white people offend black people jayz say
"I'm also wheezing really hard. I decided to make up today, and then after I got to work realized it was mbbsd, and now I'm #intimidated",0,also wheeze really hard decide today work realize mbbsd intimidate
i leave in 3 days and just now remembered that my car has massaging seats :/ #crap,0,leave 3 day remember car massage seat crap
It's hard to get me mad but when I'm mad I hold a grudge,0,hard mad mad hold grudge
IT WASN'T ENOUGH ð¢,0,enough
"AJ ends up being a terrible character, but no one in his family ever actually speaks to him. He witnesses so much and just gets sent away.",0,aj end terrible character one family ever actually speak witness much sent away
@LondonEconomic Sometimes our judiciary just leaves you breathless and speechless.,0,sometimes judiciary leave breathless speechless
When you watch @WSOP #MainEvent and play a small tourn. in your local ð¦ð¹ cardroom. #limpedpot #familypot #horrible #polkish,0,watch mainevent play small tourn local cardroom limpedpot familypot horrible polkish
@denisebatters I blame @stephenharper for these terrible terrible rules. ,0,blame terrible terrible rules
"@exceptions Although I have a nice vulva, I choose not to intimidate other women with it.",0,although nice vulva choose intimidate woman
"@StansburyShow you'll have to forgive me, I have a personal grudge against cnn that dates back as far as the first gulf war.",0,forgive personal grudge cnn date back far first gulf war
Donât negotiate enhanced #familyleave pay on an individual basis #unfairness #resentment #discrimination,0,dont negotiate enhance familyleave pay individual basis unfairness resentment discrimination
"With James gone, no player would be throwing tantrums when subbed anymore.",0,james gone player would throw tantrum sub anymore
"@KidSkys Why did you rage quit FeelsBadMan, saw it in @KingGeorgeTV stream",0,rage quit feelsbadman saw stream
@realDonaldTrump @DonaldJTrumpJr Trump is now fuming.  He feels the whole game may now be blown because of Jr's stupidity.,0,trump fuming feel whole game may blow jrs stupidity
To go back in time to the 1st grade so you can walk up and shove your bully on the playground. Little asshole.\n#StupidReasonsToUseTimeTravel,0,go back time 1st grade walk shove bully playground little assholenstupidreasonstousetimetravel
I thought he cried over some of his relative death or something but when i know the truth . I just wanna burst out ð,0,think cry relative death something know truth wanna burst
@serotojin theyre literally trying to find as many ways as possible to offend or annoy every other person in the world,0,theyre literally try find many way possible offend annoy every person world
And let the depression take the stage once more ð,0,let depression take stage
Then I frown,0,frown
@bbc5live stand up to #sexism - let people #die for lack of funds - but make sure you stand up against #sexism-are they #mad in #Ludlow,0,stand sexism let people die lack fund sure stand sexismare mad ludlow
Fools! Little did you know that getting angry and trusting your instincts by walking right into my trap was a mistake!,0,fools little know angry trust instinct walk right trap mistake
@ThomasSanders I am having anxiety right now because I don't know it's gonna happen,0,anxiety right know gonna happen
Let me ask you a question:\n\nDid you REALLY just let #worry be your first response?\n\n#blink #breathe #startover #getchafaithup,0,let ask questionnndid really let worry first responsennblink breathe startover getchafaithup
I want to be like Eunice. #relentless,0,want like eunice relentless
@Parlez_me_nTory @UKLabour Oh you are awful but I like you....,0,oh awful like
My arms and legs abs tummy and back and face all itch so bad ð©ð©ð©. Feeling so sorry for myself right now. #raging,0,arm legs ab tummy back face itch bad feeling sorry right rag
"Importing shit is not new. If you want it, take the steps necessary to get it. But don't sit and pout over Japan doing what it's ALWAYS done",0,import shit new want take step necessary sit pout japan always
they think they're The Shit when they ain't shit gdi im bursting with anger,0,think shit shit gdi burst anger
"Catching up on Greys, almost couldn't make it through two episodes because of how sad the storyline was. Two worst eps for me. ",0,catch greys almost could two episode sad storyline two bad eps
@SimonHeath1 @MJCarty @hilarygallo How's your day progressing folks? I've been profiled as a red classic director with fiery undertones.,0,day progress folks ive profile red classic director fiery undertones
@RoguePOTUSStaff Maybe Don Jr isn't dumb but wants to take revenge on his dad?,0,maybe jr dumb want take revenge dad
i would start my process now but i'm too busy enjoying this self hatred wave I'm on,0,would start process busy enjoy self hatred wave
Thousands of pickled certified ostrogoths ! #angry,0,thousand pickled certified ostrogoth angry
"#Hateful , #horrible , #horrendous ... = last night's speech in summary @cnnbrk @NewDay @CNN #PhoenixProtests #PhoenixRally",0,hateful horrible horrendous last nights speech summary phoenixprotests phoenixrally
@GutoAberconwy Your majority is 635 members of the public- believe me you have offended rather more than 635 voters!,0,majority 635 member public believe offend rather 635 voters
Few things more frustrating that organisations who don't have media contact numbers and request you 'fill out our online form' #rage,0,thing frustrating organisation medium contact number request fill online form rage
its horribly gloomy out rn and im flourishing,0,horribly gloomy rn flourishing
"@jonesy031184 Yeah I've had that, l say hopefully you'll never get it then you horrific waste of skin.",0,yeah ive l say hopefully never horrific waste skin
You hold my every moment you calm my raging seas you walk with me through fire and heal all my disease ðððâ¤â¤,0,hold every moment calm rag sea walk fire heal disease
trying to offend everyone,0,try offend everyone
man I hate Spider-Man and I ain't even watch it yet ð¤,0,man hate spiderman even watch yet
Thanks to Dollis Hill's relentless and tenacious PC Leach and colleagues!,0,thanks dollis hills relentless tenacious pc leach colleagues
I'm sorry. Im much more interested in the #BachelorInParadise rose ceremony than whatever trump @realDonaldTrump has. #seriously ,0,sorry much interested bachelorinparadise rise ceremony whatever trump seriously
@topnotch200 I don't know my mouth was burning the whole time,0,know mouth burn whole time
'Believe me: seasons change. Feelings fade. Life goes on. Do me a favor: endure the late night rage of emotions. (1/2),0,believe season change feeling fade life go favor endure late night rage emotions 12
Did they offend us and they want it to sound new?,0,offend u want sound new
"James to Bayern is probably the smartest choice for him.\n\nAnd, frankly, this kind of scares me ð²",0,james bayern probably smart choice himnnand frankly kind scare
When the water is boiling add in the spagetti,0,water boil add spagetti
@ArrivaTW Hats off your excellent Tetris like ability to pack 5000 passengers into a 2  carriage train on rush hour. #awkwardorgy #bitter,0,hat excellent tetri like ability pack 50 passenger 2 carriage train rush hour awkwardorgy bitter
im back  #revenge,0,back revenge
Some people are so irrational! #irritated ð,0,people irrational irritated
It must be a miserable existence spending every breath looking for something to be offended by.,0,must miserable existence spending every breath look something offend
I'm so nervous I could puke + my body temp is rising ,0,nervous could puke body temp rise
"@FoxHedgehog @guardian I was too. Should've written in, but can't help wonder if this was reaction they wanted -  righteous indignation!?",0,write cannot help wonder reaction want righteous indignation
@colecubelic So are you saying there's a good chance that two teams might *gasp* finish last? One in the East and one in the West? #offended,0,say good chance two team might gasp finish last one east one west offend
@SenecaReads @zimyix @MouthyBuddha I bet he needed to take an anime break and drink a Zima after all the furious typing.,0,bet need take anime break drink zima furious typing
"@markaw214 @appleofeden_3 @jjasq @XxPLWxX Ring a ring of roses isto do with the plague, Im sure that will offend someone",0,ring ring rose isto plague sure offend someone
Have to go to a occupational services place for a drug test. Yet they don't know what the heck is going on. Just great! #blah #ð¡,0,go occupational service place drug test yet know heck go great blah
Of course Molina #bitter,0,course molina bitter
The situation makes Leroy feel annoyed.,0,situation leroy feel annoyed
Leroy found himself in a grim situation.,0,leroy find grim situation
My girlfriend feels dissapointed.,0,girlfriend feel dissapointed
The situation makes Shereen feel discouraged.,0,situation shereen feel discouraged
Kristin is a lousy bartender.,0,kristin lousy bartender
The situation makes Jamel feel scared.,0,situation jamel feel scared
The conversation with an Argentinian was dreadful.,0,conversation argentinian dreadful
The conversation with this person was vexing.,0,conversation person vexing
Tia told us all about the recent annoying events.,0,tia tell u recent annoying events
This woman feels depressed.,0,woman feel depressed
Lakisha is a lousy engineer.,0,lakisha lousy engineer
Torrance told us all about the recent serious events.,0,torrance tell u recent serious events
My girlfriend found herself in a displeasing situation.,0,girlfriend find displeasing situation
Latoya made me feel furious.,0,latoya feel furious
My wife is a lousy bartender.,0,wife lousy bartender
The conversation with Lakisha was gloomy.,0,conversation lakisha gloomy
The conversation with a Brazilian was outrageous.,0,conversation brazilian outrageous
The conversation with Adam was threatening.,0,conversation adam threatening
Jasmine feels irritated.,0,jasmine feel irritated
My brother told us all about the recent shocking events.,0,brother tell u recent shocking events
Melanie found herself in a wonderful situation.,0,melanie find wonderful situation
He made me feel angry.,0,feel angry
Ryan is a lousy janitor.,0,ryan lousy janitor
I made Jamel feel dissapointed.,0,jamel feel dissapointed
Jasmine found herself in a dreadful situation.,0,jasmine find dreadful situation
Tia made me feel irritated.,0,tia feel irritated
Lakisha made me feel miserable.,0,lakisha feel miserable
The situation makes my sister feel devastated.,0,situation sister feel devastated
Latisha told us all about the recent terrifying events.,0,latisha tell u recent terrifying events
Alphonse told us all about the recent dreadful events.,0,alphonse tell u recent dreadful events
This girl told us all about the recent serious events.,0,girl tell u recent serious events
I made her feel anxious.,0,feel anxious
Heather made me feel fearful.,0,heather feel fearful
Justin made me feel angry.,0,justin feel angry
The conversation with my father was threatening.,0,conversation father threatening
My girlfriend feels depressed.,0,girlfriend feel depressed
Alonzo made me feel annoyed.,0,alonzo feel annoyed
Alan made me feel terrified.,0,alan feel terrified
My dad is a lousy supervisor.,0,dad lousy supervisor
Kristin found herself in an outrageous situation.,0,kristin find outrageous situation
The situation makes Harry feel scared.,0,situation harry feel scared
The conversation with Alan was horrible.,0,conversation alan horrible
The situation makes Malik feel annoyed.,0,situation malik feel annoyed
Betsy found herself in a grim situation.,0,betsy find grim situation
I made my aunt feel discouraged.,0,aunt feel discouraged
Katie is a lousy librarian.,0,katie lousy librarian
He feels enraged.,0,feel enraged
The conversation with Ellen was outrageous.,0,conversation ellen outrageous
The situation makes my husband feel furious.,0,situation husband feel furious
I found myself in a grim situation.,0,find grim situation
The conversation with Andrew was vexing.,0,conversation andrew vexing
The conversation with a Chinese was terrifying.,0,conversation chinese terrifying
The conversation with a Ukranian was dreadful.,0,conversation ukranian dreadful
The conversation with Leroy was horrible.,0,conversation leroy horrible
I told them all about the recent displeasing events.,0,tell recent displeasing events
I made Latoya feel terrified.,0,latoya feel terrified
I made Nancy feel angry.,0,nancy feel angry
Terrence made me feel terrified.,0,terrence feel terrified
The situation makes my daughter feel annoyed.,0,situation daughter feel annoyed
The situation makes my boyfriend feel enraged.,0,situation boyfriend feel enraged
Latoya is a lousy hairdresser.,0,latoya lousy hairdresser
This girl found herself in an irritating situation.,0,girl find irritating situation
My uncle told us all about the recent threatening events.,0,uncle tell u recent threatening events
I made my mom feel furious.,0,mom feel furious
Katie found herself in a grim situation.,0,katie find grim situation
My sister feels enraged.,0,sister feel enraged
My sister is a lousy receptionist.,0,sister lousy receptionist
I made Leroy feel discouraged.,0,leroy feel discouraged
The situation makes her feel miserable.,0,situation feel miserable
My daughter is a lousy supervisor.,0,daughter lousy supervisor
Lamar told us all about the recent grim events.,0,lamar tell u recent grim events
this is  a bad fucking situation.,0,bad fucking situation
Heather feels discouraged.,0,heather feel discouraged
The situation makes Betsy feel miserable.,0,situation betsy feel miserable
My aunt feels angry.,0,aunt feel angry
I feel sad.,0,feel sad
The situation makes Torrance feel terrified.,0,situation torrance feel terrified
My son is a lousy supervisor.,0,son lousy supervisor
Adam found himself in a shocking situation.,0,adam find shocking situation
Stephanie told us all about the recent displeasing events.,0,stephanie tell u recent displeasing events
My uncle found himself in a depressing situation.,0,uncle find depressing situation
The conversation with Latisha was vexing.,0,conversation latisha vexing
The situation makes Harry feel devastated.,0,situation harry feel devastated
Kristin found herself in a dreadful situation.,0,kristin find dreadful situation
The conversation with Shaniqua was threatening.,0,conversation shaniqua threatening
My boyfriend made me feel annoyed.,0,boyfriend feel annoyed
